,n,p,d,seed,param,RMSE
1791,2000,40,1,15,sigma,0.045607873377444784
1792,2000,40,1,16,coef,0.03603181730966845
1793,2000,40,1,16,sigma,0.04963465346703748
1794,2000,40,1,17,coef,0.03020387224366201
1795,2000,40,1,17,sigma,0.05117015042992678
1796,2000,40,1,18,coef,0.04200701945279537
1797,2000,40,1,18,sigma,0.05372932760546595
1798,2000,40,1,19,coef,0.04129939748978044
1799,2000,40,1,19,sigma,0.05274669360687223
1800,2000,40,2,0,coef,0.05023892949483251
1801,2000,40,2,0,sigma,0.053214423303442455
1802,2000,40,2,1,coef,0.04446112308879417
1803,2000,40,2,1,sigma,0.05439101913361679
1804,2000,40,2,2,coef,0.042859151515211344
1805,2000,40,2,2,sigma,0.050309756426079696
1806,2000,40,2,3,coef,0.05354959949402451
1807,2000,40,2,3,sigma,0.0541440321344153
1808,2000,40,2,4,coef,0.04785679157879859
1809,2000,40,2,4,sigma,0.053126408637868605
1810,2000,40,2,5,coef,0.04325224794452884
1811,2000,40,2,5,sigma,0.05508247441175998
1812,2000,40,2,6,coef,0.049430819222286114
1813,2000,40,2,6,sigma,0.052876860226347196
1814,2000,40,2,7,coef,0.05506868905427152
1815,2000,40,2,7,sigma,0.04960355354470351
1816,2000,40,2,8,coef,0.04691746278897987
1817,2000,40,2,8,sigma,0.05392679268421285
1818,2000,40,2,9,coef,0.05370272354397529
1819,2000,40,2,9,sigma,0.0506993507275712
1820,2000,40,2,10,coef,0.047921715665981864
1821,2000,40,2,10,sigma,0.051220970051971904
1822,2000,40,2,11,coef,0.04903699106158611
1823,2000,40,2,11,sigma,0.05436028852493036
1824,2000,40,2,12,coef,0.04732496488226909
1825,2000,40,2,12,sigma,0.05306044804817942
1826,2000,40,2,13,coef,0.0578178604741435
1827,2000,40,2,13,sigma,0.049428834287320846
1828,2000,40,2,14,coef,0.05455207775144476
1829,2000,40,2,14,sigma,0.05226075655664992
1830,2000,40,2,15,coef,0.05903203769521795
1831,2000,40,2,15,sigma,0.045053252648676295
1832,2000,40,2,16,coef,0.04685183547438195
1833,2000,40,2,16,sigma,0.049860246858334484
1834,2000,40,2,17,coef,0.0405301118771736
1835,2000,40,2,17,sigma,0.05090240833749233
1836,2000,40,2,18,coef,0.05041398857554171
1837,2000,40,2,18,sigma,0.050931046310836156
1838,2000,40,2,19,coef,0.057375575405930634
1839,2000,40,2,19,sigma,0.05254877358099753
1840,2000,40,3,0,coef,0.056743355018871226
1841,2000,40,3,0,sigma,0.05292865974837118
1842,2000,40,3,1,coef,0.05526942670052776
1843,2000,40,3,1,sigma,0.05651886788391314
1844,2000,40,3,2,coef,0.055879764994704324
1845,2000,40,3,2,sigma,0.04900050720480946
1846,2000,40,3,3,coef,0.06115980400676523
1847,2000,40,3,3,sigma,0.050995074320867875
1848,2000,40,3,4,coef,0.058565801542788024
1849,2000,40,3,4,sigma,0.0523422428253524
1850,2000,40,3,5,coef,0.05591982591987824
1851,2000,40,3,5,sigma,0.05331645850608757
1852,2000,40,3,6,coef,0.06620869094271833
1853,2000,40,3,6,sigma,0.05345825568889723
1854,2000,40,3,7,coef,0.06102996451602006
1855,2000,40,3,7,sigma,0.04988399994675128
1856,2000,40,3,8,coef,0.05440419825536499
1857,2000,40,3,8,sigma,0.05219416268230273
1858,2000,40,3,9,coef,0.059766647051417286
1859,2000,40,3,9,sigma,0.05083460079609245
1860,2000,40,3,10,coef,0.060259880466946095
1861,2000,40,3,10,sigma,0.05030291594257263
1862,2000,40,3,11,coef,0.0542316182622997
1863,2000,40,3,11,sigma,0.049445423737151585
1864,2000,40,3,12,coef,0.05831102314310435
1865,2000,40,3,12,sigma,0.057016927011029186
1866,2000,40,3,13,coef,0.05178577683244173
1867,2000,40,3,13,sigma,0.04791021393627949
1868,2000,40,3,14,coef,0.05563632063617284
1869,2000,40,3,14,sigma,0.05222601991607881
1870,2000,40,3,15,coef,0.0603036411444724
1871,2000,40,3,15,sigma,0.04135182036132724
1872,2000,40,3,16,coef,0.06669245479958237
1873,2000,40,3,16,sigma,0.0488229716872066
1874,2000,40,3,17,coef,0.053593349084979994
1875,2000,40,3,17,sigma,0.05125967431979555
1876,2000,40,3,18,coef,0.0649900027527453
1877,2000,40,3,18,sigma,0.05069258553992525
1878,2000,40,3,19,coef,0.06222558163466846
1879,2000,40,3,19,sigma,0.05214491917857671
1880,2000,40,4,0,coef,0.07370012785016204
1881,2000,40,4,0,sigma,0.053030661223491406
1882,2000,40,4,1,coef,0.06017476698754292
1883,2000,40,4,1,sigma,0.05406788161952391
1884,2000,40,4,2,coef,0.05728656918864767
1885,2000,40,4,2,sigma,0.051320820684258105
1886,2000,40,4,3,coef,0.07842154022544044
1887,2000,40,4,3,sigma,0.05060849011656258
1888,2000,40,4,4,coef,0.06654432473642022
1889,2000,40,4,4,sigma,0.05237463724018073
1890,2000,40,4,5,coef,0.05870778839987978
1891,2000,40,4,5,sigma,0.053027161870746665
1892,2000,40,4,6,coef,0.0678497165171282
1893,2000,40,4,6,sigma,0.05166810456594202
1894,2000,40,4,7,coef,0.06539517015258987
1895,2000,40,4,7,sigma,0.05089953697262296
1896,2000,40,4,8,coef,0.07041691956657078
1897,2000,40,4,8,sigma,0.05114900708564599
1898,2000,40,4,9,coef,0.07270913213672123
1899,2000,40,4,9,sigma,0.04944315580153914
1900,2000,40,4,10,coef,0.06782125365106444
1901,2000,40,4,10,sigma,0.05313636804221101
1902,2000,40,4,11,coef,0.07665623629274985
1903,2000,40,4,11,sigma,0.04978818865805355
1904,2000,40,4,12,coef,0.06441240510611572
1905,2000,40,4,12,sigma,0.05426420261018664
1906,2000,40,4,13,coef,0.07212407041561998
1907,2000,40,4,13,sigma,0.049021604871216165
1908,2000,40,4,14,coef,0.06918953131457234
1909,2000,40,4,14,sigma,0.0511860532741221
1910,2000,40,4,15,coef,0.07702089382160607
1911,2000,40,4,15,sigma,0.04425759259730163
1912,2000,40,4,16,coef,0.06939957451670309
1913,2000,40,4,16,sigma,0.05111621568348062
1914,2000,40,4,17,coef,0.0694715369955273
1915,2000,40,4,17,sigma,0.05138939465772015
1916,2000,40,4,18,coef,0.07179164089255517
1917,2000,40,4,18,sigma,0.05257687918759591
1918,2000,40,4,19,coef,0.07162559264304916
1919,2000,40,4,19,sigma,0.05349072872540409
