,n,p,d,seed,param,RMSE
621,500,10,4,10,sigma,0.12309433832960791
622,500,10,4,11,coef,0.14177687657983953
623,500,10,4,11,sigma,0.10476708009278812
624,500,10,4,12,coef,0.12802758409392553
625,500,10,4,12,sigma,0.11393174051875726
626,500,10,4,13,coef,0.10425951344263801
627,500,10,4,13,sigma,0.0878246232449328
628,500,10,4,14,coef,0.10843822878649263
629,500,10,4,14,sigma,0.1196941937687531
630,500,10,4,15,coef,0.14594559556729897
631,500,10,4,15,sigma,0.11423558024412561
632,500,10,4,16,coef,0.13958087217833173
633,500,10,4,16,sigma,0.13743245946501606
634,500,10,4,17,coef,0.1563978135729896
635,500,10,4,17,sigma,0.09319384304841433
636,500,10,4,18,coef,0.1471319235674974
637,500,10,4,18,sigma,0.11118481160396433
638,500,10,4,19,coef,0.14960394272001187
639,500,10,4,19,sigma,0.1055397419470011
640,500,20,1,0,coef,0.07405877636604247
641,500,20,1,0,sigma,0.11537836806937454
642,500,20,1,1,coef,0.0655598398475924
643,500,20,1,1,sigma,0.11097261967642111
644,500,20,1,2,coef,0.06651117366222904
645,500,20,1,2,sigma,0.0920417746611853
646,500,20,1,3,coef,0.06660553385559322
647,500,20,1,3,sigma,0.0860886500690219
648,500,20,1,4,coef,0.06717044131156719
649,500,20,1,4,sigma,0.10954806336703293
650,500,20,1,5,coef,0.0557724565527911
651,500,20,1,5,sigma,0.09489773285787181
652,500,20,1,6,coef,0.06479334184770062
653,500,20,1,6,sigma,0.09678801619973723
654,500,20,1,7,coef,0.07218164536587261
655,500,20,1,7,sigma,0.1123615331345737
656,500,20,1,8,coef,0.07720469900652534
657,500,20,1,8,sigma,0.10040809287833528
658,500,20,1,9,coef,0.07590649902708065
659,500,20,1,9,sigma,0.09012297160407719
660,500,20,1,10,coef,0.06134216235549969
661,500,20,1,10,sigma,0.11956563639804152
662,500,20,1,11,coef,0.08231510483467108
663,500,20,1,11,sigma,0.11266546284040754
664,500,20,1,12,coef,0.06497191490985423
665,500,20,1,12,sigma,0.10501699534124417
666,500,20,1,13,coef,0.06406835919587883
667,500,20,1,13,sigma,0.11750092102802495
668,500,20,1,14,coef,0.060425344697840375
669,500,20,1,14,sigma,0.11919478355961907
670,500,20,1,15,coef,0.07697754576691754
671,500,20,1,15,sigma,0.10113161448743312
672,500,20,1,16,coef,0.08171328487822754
673,500,20,1,16,sigma,0.11046236813726228
674,500,20,1,17,coef,0.08532788314218484
675,500,20,1,17,sigma,0.09858384377339831
676,500,20,1,18,coef,0.052515497876069406
677,500,20,1,18,sigma,0.10388143313053007
678,500,20,1,19,coef,0.07550798306170294
679,500,20,1,19,sigma,0.10570035340171874
680,500,20,2,0,coef,0.13686659128626472
681,500,20,2,0,sigma,0.10544850215963335
682,500,20,2,1,coef,0.11068682695347534
683,500,20,2,1,sigma,0.11467421583900891
684,500,20,2,2,coef,0.07833106519222242
685,500,20,2,2,sigma,0.0953954025005429
686,500,20,2,3,coef,0.08582307737207483
687,500,20,2,3,sigma,0.089797248287545
688,500,20,2,4,coef,0.07095955182587001
689,500,20,2,4,sigma,0.10448168070826443
690,500,20,2,5,coef,0.09039496565144108
691,500,20,2,5,sigma,0.1053965013407681
692,500,20,2,6,coef,0.08524145499997783
693,500,20,2,6,sigma,0.09001468175051962
694,500,20,2,7,coef,0.09577334147922845
695,500,20,2,7,sigma,0.11908352106150437
696,500,20,2,8,coef,0.10569558028201492
697,500,20,2,8,sigma,0.1103697853229131
698,500,20,2,9,coef,0.10836746975325265
699,500,20,2,9,sigma,0.09740669269088544
700,500,20,2,10,coef,0.09556453312657208
701,500,20,2,10,sigma,0.10944998948110207
702,500,20,2,11,coef,0.0844525955394511
703,500,20,2,11,sigma,0.1077992834019965
704,500,20,2,12,coef,0.09629203267973395
705,500,20,2,12,sigma,0.09550424796143285
706,500,20,2,13,coef,0.09479802781411524
707,500,20,2,13,sigma,0.11301725796285747
708,500,20,2,14,coef,0.07682189482385415
709,500,20,2,14,sigma,0.10541854783488104
710,500,20,2,15,coef,0.10751152661912311
711,500,20,2,15,sigma,0.10346044239794
712,500,20,2,16,coef,0.11145031562866628
713,500,20,2,16,sigma,0.11241336381843246
714,500,20,2,17,coef,0.10902266974901523
715,500,20,2,17,sigma,0.09933278773019194
716,500,20,2,18,coef,0.07486636548162547
717,500,20,2,18,sigma,0.09812338834932224
718,500,20,2,19,coef,0.09418581561748259
719,500,20,2,19,sigma,0.09084177305805971
720,500,20,3,0,coef,0.13141749012342538
721,500,20,3,0,sigma,0.1094462181327185
722,500,20,3,1,coef,0.14363681883505075
723,500,20,3,1,sigma,0.11149130659329322
724,500,20,3,2,coef,0.12103843704408357
725,500,20,3,2,sigma,0.09392498092609179
726,500,20,3,3,coef,0.1182426836896339
727,500,20,3,3,sigma,0.08715577248519232
728,500,20,3,4,coef,0.09388876057427735
729,500,20,3,4,sigma,0.1118002990523443
730,500,20,3,5,coef,0.10739587252105667
731,500,20,3,5,sigma,0.09386110844973337
732,500,20,3,6,coef,0.1227135469709656
733,500,20,3,6,sigma,0.09741954579494615
734,500,20,3,7,coef,0.11499621226511925
735,500,20,3,7,sigma,0.1086469055113603
736,500,20,3,8,coef,0.13028880448687688
737,500,20,3,8,sigma,0.10302022758186047
738,500,20,3,9,coef,0.13342780356117553
739,500,20,3,9,sigma,0.10469125974221401
740,500,20,3,10,coef,0.09822582641680844
741,500,20,3,10,sigma,0.10752155355019782
742,500,20,3,11,coef,0.13680268418095182
743,500,20,3,11,sigma,0.10573889730700702
744,500,20,3,12,coef,0.13770516374152636
745,500,20,3,12,sigma,0.10434310201894534
746,500,20,3,13,coef,0.1109278984021996
747,500,20,3,13,sigma,0.11251812139551434
748,500,20,3,14,coef,0.10116399772852053
749,500,20,3,14,sigma,0.09921562483635685
750,500,20,3,15,coef,0.1231300001346026
751,500,20,3,15,sigma,0.10821265067406277
752,500,20,3,16,coef,0.11614377731527586
753,500,20,3,16,sigma,0.11005602814431585
754,500,20,3,17,coef,0.10738761387169439
755,500,20,3,17,sigma,0.10569433824072907
756,500,20,3,18,coef,0.10028036880143594
757,500,20,3,18,sigma,0.10193395532919884
758,500,20,3,19,coef,0.10809571236919788
759,500,20,3,19,sigma,0.09905072497572757
760,500,20,4,0,coef,0.1307648981478264
761,500,20,4,0,sigma,0.10952034889546615
762,500,20,4,1,coef,0.14045549941142105
763,500,20,4,1,sigma,0.09711542272192351
764,500,20,4,2,coef,0.1365917063291455
765,500,20,4,2,sigma,0.08503643098855916
766,500,20,4,3,coef,0.13093062875338987
767,500,20,4,3,sigma,0.08936218124175085
768,500,20,4,4,coef,0.13946781084718268
769,500,20,4,4,sigma,0.10351566647889757
770,500,20,4,5,coef,0.1424034583610002
771,500,20,4,5,sigma,0.09350266203274661
772,500,20,4,6,coef,0.12577236800880426
773,500,20,4,6,sigma,0.10140743121320839
774,500,20,4,7,coef,0.13061317132448547
775,500,20,4,7,sigma,0.11189291533401054
776,500,20,4,8,coef,0.14897970939871
777,500,20,4,8,sigma,0.10726742848660772
778,500,20,4,9,coef,0.12856960747444746
779,500,20,4,9,sigma,0.09143878974151945
780,500,20,4,10,coef,0.13660642795798653
781,500,20,4,10,sigma,0.10522867214497655
782,500,20,4,11,coef,0.12649479680755096
783,500,20,4,11,sigma,0.10864606369001836
784,500,20,4,12,coef,0.11949264931625207
785,500,20,4,12,sigma,0.10298313082351516
786,500,20,4,13,coef,0.1282901866868161
787,500,20,4,13,sigma,0.11376868536222967
788,500,20,4,14,coef,0.12590425181932136
789,500,20,4,14,sigma,0.09726704393315545
790,500,20,4,15,coef,0.1414609094111804
791,500,20,4,15,sigma,0.108835443338971
792,500,20,4,16,coef,0.14066007712237472
793,500,20,4,16,sigma,0.10756984032056373
794,500,20,4,17,coef,0.13583496364337538
795,500,20,4,17,sigma,0.09532535048003757
796,500,20,4,18,coef,0.11886382186881261
797,500,20,4,18,sigma,0.0980997902152589
798,500,20,4,19,coef,0.11327220640818884
799,500,20,4,19,sigma,0.09952806253673509
800,500,40,1,0,coef,0.0776336478897968
801,500,40,1,0,sigma,0.10211034822897634
802,500,40,1,1,coef,0.0716446804073396
803,500,40,1,1,sigma,0.11536834538734357
804,500,40,1,2,coef,0.0559525038431341
805,500,40,1,2,sigma,0.1047468615810151
806,500,40,1,3,coef,0.06881618291214704
807,500,40,1,3,sigma,0.09237608894255038
808,500,40,1,4,coef,0.08215328748483636
809,500,40,1,4,sigma,0.09672267221723405
810,500,40,1,5,coef,0.06212766263438331
811,500,40,1,5,sigma,0.10910599582576842
812,500,40,1,6,coef,0.07259959064288247
813,500,40,1,6,sigma,0.0900989937581893
814,500,40,1,7,coef,0.08216927166273134
815,500,40,1,7,sigma,0.11697182314413174
816,500,40,1,8,coef,0.051097419962796924
817,500,40,1,8,sigma,0.09815299788407482
818,500,40,1,9,coef,0.05971747182799795
819,500,40,1,9,sigma,0.0896591672502818
820,500,40,1,10,coef,0.07479412150424207
821,500,40,1,10,sigma,0.10672345337563433
822,500,40,1,11,coef,0.0559816007237577
823,500,40,1,11,sigma,0.11123450874078081
824,500,40,1,12,coef,0.08997710592668239
825,500,40,1,12,sigma,0.09510941507372245
826,500,40,1,13,coef,0.06562457109704813
827,500,40,1,13,sigma,0.10534234144408874
828,500,40,1,14,coef,0.08157189126846695
829,500,40,1,14,sigma,0.11383117548323886
830,500,40,1,15,coef,0.06842339284730556
831,500,40,1,15,sigma,0.10327683622845579
832,500,40,1,16,coef,0.05268296600791679
833,500,40,1,16,sigma,0.1057015632984499
834,500,40,1,17,coef,0.0661269139864758
835,500,40,1,17,sigma,0.10724552037432383
836,500,40,1,18,coef,0.06947248831576305
837,500,40,1,18,sigma,0.10447390648224852
838,500,40,1,19,coef,0.06267762904207323
839,500,40,1,19,sigma,0.09900080328051973
840,500,40,2,0,coef,0.10916427298695229
841,500,40,2,0,sigma,0.10404129217455153
842,500,40,2,1,coef,0.1031419752461366
843,500,40,2,1,sigma,0.10878226106947121
844,500,40,2,2,coef,0.0724789748977898
845,500,40,2,2,sigma,0.10123361177398321
846,500,40,2,3,coef,0.08573388860126682
847,500,40,2,3,sigma,0.09611290851133075
848,500,40,2,4,coef,0.09620569720111716
849,500,40,2,4,sigma,0.09626646090730119
850,500,40,2,5,coef,0.0826080161599233
851,500,40,2,5,sigma,0.10674114319094445
852,500,40,2,6,coef,0.09391768646382877
853,500,40,2,6,sigma,0.09981954592561484
854,500,40,2,7,coef,0.11437501517713596
855,500,40,2,7,sigma,0.11454794870989174
856,500,40,2,8,coef,0.08416562074744378
857,500,40,2,8,sigma,0.09779713616135653
858,500,40,2,9,coef,0.08676921626967635
859,500,40,2,9,sigma,0.0924354053446183
860,500,40,2,10,coef,0.10068021359713064
861,500,40,2,10,sigma,0.1027402705731844
862,500,40,2,11,coef,0.09394649966923613
863,500,40,2,11,sigma,0.1163985769891656
864,500,40,2,12,coef,0.10877497673628891
865,500,40,2,12,sigma,0.0927881149503036
866,500,40,2,13,coef,0.10815999897714028
867,500,40,2,13,sigma,0.10453835449245544
868,500,40,2,14,coef,0.09874206745150246
869,500,40,2,14,sigma,0.10269692977114607
870,500,40,2,15,coef,0.09395864590725908
871,500,40,2,15,sigma,0.10694908795227659
872,500,40,2,16,coef,0.10412030596131264
873,500,40,2,16,sigma,0.10707964612387681
874,500,40,2,17,coef,0.08519616904739273
875,500,40,2,17,sigma,0.10434069759870881
876,500,40,2,18,coef,0.10831467375409308
877,500,40,2,18,sigma,0.10326927965441315
878,500,40,2,19,coef,0.10505282468177313
879,500,40,2,19,sigma,0.09712011670315313
880,500,40,3,0,coef,0.11872086585820295
881,500,40,3,0,sigma,0.10490869459645762
882,500,40,3,1,coef,0.12220080718525114
883,500,40,3,1,sigma,0.11186599397869101
884,500,40,3,2,coef,0.08727936574219089
885,500,40,3,2,sigma,0.10025809807061399
886,500,40,3,3,coef,0.12242444625649934
887,500,40,3,3,sigma,0.09474875708934877
888,500,40,3,4,coef,0.11812915338864703
889,500,40,3,4,sigma,0.09427430408047376
890,500,40,3,5,coef,0.1258946105120406
891,500,40,3,5,sigma,0.10682193919166107
892,500,40,3,6,coef,0.11558412012227265
893,500,40,3,6,sigma,0.09546480612471073
894,500,40,3,7,coef,0.1228126182400384
895,500,40,3,7,sigma,0.10516337226744103
896,500,40,3,8,coef,0.08931575794342475
897,500,40,3,8,sigma,0.09670501994037344
898,500,40,3,9,coef,0.11892554962065248
899,500,40,3,9,sigma,0.08732322889467353
900,500,40,3,10,coef,0.11931398952364237
901,500,40,3,10,sigma,0.10448600131106241
902,500,40,3,11,coef,0.09996789473713297
903,500,40,3,11,sigma,0.11941860181323083
904,500,40,3,12,coef,0.13903714250695726
905,500,40,3,12,sigma,0.09347573258609418
906,500,40,3,13,coef,0.10928760379887405
907,500,40,3,13,sigma,0.10414994780220044
908,500,40,3,14,coef,0.12695975001759116
909,500,40,3,14,sigma,0.1077105248186227
910,500,40,3,15,coef,0.11633597545224114
911,500,40,3,15,sigma,0.10159725282044661
912,500,40,3,16,coef,0.09848098429967671
913,500,40,3,16,sigma,0.10191377649930149
914,500,40,3,17,coef,0.11453475139325364
915,500,40,3,17,sigma,0.10506390056496921
916,500,40,3,18,coef,0.11078050567218858
917,500,40,3,18,sigma,0.10332393377657503
918,500,40,3,19,coef,0.11472017760090844
919,500,40,3,19,sigma,0.09781926884512138
920,500,40,4,0,coef,0.1395675444840199
921,500,40,4,0,sigma,0.10413988782658151
922,500,40,4,1,coef,0.1285950654647827
923,500,40,4,1,sigma,0.11192000423827189
924,500,40,4,2,coef,0.11492425838126516
925,500,40,4,2,sigma,0.1024778087425676
926,500,40,4,3,coef,0.12569244342338604
927,500,40,4,3,sigma,0.09227875998820537
928,500,40,4,4,coef,0.1373697455659464
929,500,40,4,4,sigma,0.09525693697031971
930,500,40,4,5,coef,0.11741590327176872
931,500,40,4,5,sigma,0.1082779433817574
932,500,40,4,6,coef,0.13020076887594523
933,500,40,4,6,sigma,0.09305615362481592
934,500,40,4,7,coef,0.13933499748232936
935,500,40,4,7,sigma,0.10661348006991242
936,500,40,4,8,coef,0.12305685481996335
937,500,40,4,8,sigma,0.09428269447691272
938,500,40,4,9,coef,0.1406427765818252
939,500,40,4,9,sigma,0.08773567226936767
940,500,40,4,10,coef,0.1558175139682738
941,500,40,4,10,sigma,0.10548040444257033
942,500,40,4,11,coef,0.14154790388513933
943,500,40,4,11,sigma,0.11035634212343677
944,500,40,4,12,coef,0.14852479792917092
945,500,40,4,12,sigma,0.09164430168126718
946,500,40,4,13,coef,0.11980189120989843
947,500,40,4,13,sigma,0.10320022882056974
948,500,40,4,14,coef,0.1262525328985322
949,500,40,4,14,sigma,0.1066078020657531
950,500,40,4,15,coef,0.13756935861371158
951,500,40,4,15,sigma,0.10273927254064982
952,500,40,4,16,coef,0.14280044821327498
953,500,40,4,16,sigma,0.10479191234025607
954,500,40,4,17,coef,0.1250895523049416
955,500,40,4,17,sigma,0.10474183823108053
956,500,40,4,18,coef,0.1455607970063082
957,500,40,4,18,sigma,0.10348020561765117
958,500,40,4,19,coef,0.14226066388654238
959,500,40,4,19,sigma,0.09885181131432133
960,1000,10,1,0,coef,0.05754662602603066
961,1000,10,1,0,sigma,0.07785129101719444
962,1000,10,1,1,coef,0.052920076747041564
963,1000,10,1,1,sigma,0.09299623243790273
964,1000,10,1,2,coef,0.05006840469697605
965,1000,10,1,2,sigma,0.07799314918377878
966,1000,10,1,3,coef,0.054369228468013384
967,1000,10,1,3,sigma,0.08171835773580764
968,1000,10,1,4,coef,0.03397075684163788
969,1000,10,1,4,sigma,0.08801228971660077
970,1000,10,1,5,coef,0.04500204015574893
971,1000,10,1,5,sigma,0.07696763436340796
972,1000,10,1,6,coef,0.0210171167388172
973,1000,10,1,6,sigma,0.06589520308622805
974,1000,10,1,7,coef,0.059021304600062316
975,1000,10,1,7,sigma,0.07178517996200773
976,1000,10,1,8,coef,0.0666064986713401
977,1000,10,1,8,sigma,0.08477651865263847
978,1000,10,1,9,coef,0.04156149977270588
979,1000,10,1,9,sigma,0.06300009233743133
980,1000,10,1,10,coef,0.03560040687159651
981,1000,10,1,10,sigma,0.0868870782711416
982,1000,10,1,11,coef,0.062039213918282994
983,1000,10,1,11,sigma,0.09842833731253085
984,1000,10,1,12,coef,0.03480865882339416
985,1000,10,1,12,sigma,0.07199702976191469
986,1000,10,1,13,coef,0.042853640183776937
987,1000,10,1,13,sigma,0.07427113604831194
988,1000,10,1,14,coef,0.02908730358159649
989,1000,10,1,14,sigma,0.07366218902650462
990,1000,10,1,15,coef,0.04681755609361602
991,1000,10,1,15,sigma,0.08274139791303747
992,1000,10,1,16,coef,0.046193330326813505
993,1000,10,1,16,sigma,0.0825198403272248
994,1000,10,1,17,coef,0.06128431544702742
995,1000,10,1,17,sigma,0.08172029450764418
996,1000,10,1,18,coef,0.034139274515948906
997,1000,10,1,18,sigma,0.06874630636951326
998,1000,10,1,19,coef,0.05785270050457969
999,1000,10,1,19,sigma,0.08269527406657957
1000,1000,10,2,0,coef,0.06376326270127493
1001,1000,10,2,0,sigma,0.06921586554524772
1002,1000,10,2,1,coef,0.06496077795060055
1003,1000,10,2,1,sigma,0.09619614808169023
1004,1000,10,2,2,coef,0.061824964815724304
1005,1000,10,2,2,sigma,0.07730300396831556
1006,1000,10,2,3,coef,0.07086751175924978
1007,1000,10,2,3,sigma,0.07052468485719351
1008,1000,10,2,4,coef,0.06746691228953396
1009,1000,10,2,4,sigma,0.0884259799813741
1010,1000,10,2,5,coef,0.07753228167676633
1011,1000,10,2,5,sigma,0.07420800072879963
1012,1000,10,2,6,coef,0.04139179734658105
1013,1000,10,2,6,sigma,0.07605645884104785
1014,1000,10,2,7,coef,0.08046048308132445
1015,1000,10,2,7,sigma,0.0659620044241724
1016,1000,10,2,8,coef,0.07817950126127467
1017,1000,10,2,8,sigma,0.09159905819269773
1018,1000,10,2,9,coef,0.05357890345099972
1019,1000,10,2,9,sigma,0.06157088329929484
1020,1000,10,2,10,coef,0.04836175173432129
1021,1000,10,2,10,sigma,0.09756310190486404
1022,1000,10,2,11,coef,0.10779257760768973
1023,1000,10,2,11,sigma,0.10084082067319124
1024,1000,10,2,12,coef,0.05016491125911298
1025,1000,10,2,12,sigma,0.07184738693802498
1026,1000,10,2,13,coef,0.08381817104643602
1027,1000,10,2,13,sigma,0.07656239169700231
1028,1000,10,2,14,coef,0.07079912576444665
1029,1000,10,2,14,sigma,0.07710543098493902
1030,1000,10,2,15,coef,0.0551870718822581
1031,1000,10,2,15,sigma,0.07931456881007454
1032,1000,10,2,16,coef,0.0725212070092059
1033,1000,10,2,16,sigma,0.07601061150435384
1034,1000,10,2,17,coef,0.07215887262340863
1035,1000,10,2,17,sigma,0.08420656906637643
1036,1000,10,2,18,coef,0.06509898029515077
1037,1000,10,2,18,sigma,0.09188229816143767
1038,1000,10,2,19,coef,0.076375851577691
1039,1000,10,2,19,sigma,0.07708128819061053
1040,1000,10,3,0,coef,0.08778401700517205
1041,1000,10,3,0,sigma,0.06327306041344266
1042,1000,10,3,1,coef,0.09154777721141703
1043,1000,10,3,1,sigma,0.08752088970387836
1044,1000,10,3,2,coef,0.08521676460906673
1045,1000,10,3,2,sigma,0.07112973165490451
1046,1000,10,3,3,coef,0.08271960838680686
1047,1000,10,3,3,sigma,0.08820957869109508
1048,1000,10,3,4,coef,0.08422579187526902
1049,1000,10,3,4,sigma,0.08647001818836506
1050,1000,10,3,5,coef,0.09135712932101482
1051,1000,10,3,5,sigma,0.07658046531215006
1052,1000,10,3,6,coef,0.08327001763830384
1053,1000,10,3,6,sigma,0.07112725809595632
1054,1000,10,3,7,coef,0.07612271083852604
1055,1000,10,3,7,sigma,0.07563117469676571
1056,1000,10,3,8,coef,0.10932162235105887
1057,1000,10,3,8,sigma,0.08066796750077179
1058,1000,10,3,9,coef,0.07645379861614776
1059,1000,10,3,9,sigma,0.07278626013366804
1060,1000,10,3,10,coef,0.07616138668902199
1061,1000,10,3,10,sigma,0.07525013424096683
1062,1000,10,3,11,coef,0.09917727731509206
1063,1000,10,3,11,sigma,0.08695880393141234
1064,1000,10,3,12,coef,0.07738436232369414
1065,1000,10,3,12,sigma,0.0789949922245071
1066,1000,10,3,13,coef,0.0822806990116913
1067,1000,10,3,13,sigma,0.08110299366526677
1068,1000,10,3,14,coef,0.061260701654705436
1069,1000,10,3,14,sigma,0.07182971294291243
1070,1000,10,3,15,coef,0.06674342839198114
1071,1000,10,3,15,sigma,0.0777657533058229
1072,1000,10,3,16,coef,0.09750334998788746
1073,1000,10,3,16,sigma,0.08179740148982809
1074,1000,10,3,17,coef,0.0911789685835779
1075,1000,10,3,17,sigma,0.08933587108756724
1076,1000,10,3,18,coef,0.09215664677521121
1077,1000,10,3,18,sigma,0.07507991696295842
1078,1000,10,3,19,coef,0.09233219602402604
1079,1000,10,3,19,sigma,0.07394094882752107
1080,1000,10,4,0,coef,0.11535621778113439
1081,1000,10,4,0,sigma,0.07235134201350928
1082,1000,10,4,1,coef,0.11102671476025841
1083,1000,10,4,1,sigma,0.08108216026606026
1084,1000,10,4,2,coef,0.1039855865367898
1085,1000,10,4,2,sigma,0.07169287505496465
1086,1000,10,4,3,coef,0.09890530701294081
1087,1000,10,4,3,sigma,0.08658556831029024
1088,1000,10,4,4,coef,0.08883933452583229
1089,1000,10,4,4,sigma,0.07993657641750639
1090,1000,10,4,5,coef,0.08887200560855281
1091,1000,10,4,5,sigma,0.0762252823342059
1092,1000,10,4,6,coef,0.0764679745585867
1093,1000,10,4,6,sigma,0.06668300280401758
1094,1000,10,4,7,coef,0.09003751345259607
1095,1000,10,4,7,sigma,0.07080451079136038
1096,1000,10,4,8,coef,0.10379039130951931
1097,1000,10,4,8,sigma,0.0830630581746501
1098,1000,10,4,9,coef,0.09988560694525662
1099,1000,10,4,9,sigma,0.07039229608333902
1100,1000,10,4,10,coef,0.111711228214023
1101,1000,10,4,10,sigma,0.08719453361153714
1102,1000,10,4,11,coef,0.10020808796834653
1103,1000,10,4,11,sigma,0.08793183483948633
1104,1000,10,4,12,coef,0.09165134008666542
1105,1000,10,4,12,sigma,0.0707987785449821
1106,1000,10,4,13,coef,0.09090756371415244
1107,1000,10,4,13,sigma,0.07515050103879245
1108,1000,10,4,14,coef,0.06961465380472215
1109,1000,10,4,14,sigma,0.07453366707413661
1110,1000,10,4,15,coef,0.09165149876748892
1111,1000,10,4,15,sigma,0.08551058641984036
1112,1000,10,4,16,coef,0.10391569482317389
1113,1000,10,4,16,sigma,0.07869528600435137
1114,1000,10,4,17,coef,0.0968389059395826
1115,1000,10,4,17,sigma,0.07283118009806323
1116,1000,10,4,18,coef,0.08787782398211548
1117,1000,10,4,18,sigma,0.07469166782323476
1118,1000,10,4,19,coef,0.08403725751685334
1119,1000,10,4,19,sigma,0.07703811258218851
1120,1000,20,1,0,coef,0.05191639587449561
1121,1000,20,1,0,sigma,0.0830610392599449
1122,1000,20,1,1,coef,0.05964575186004713
1123,1000,20,1,1,sigma,0.07612777170903041
1124,1000,20,1,2,coef,0.03379950081111866
1125,1000,20,1,2,sigma,0.07617468982993851
1126,1000,20,1,3,coef,0.043877637525425825
1127,1000,20,1,3,sigma,0.07077886291128582
1128,1000,20,1,4,coef,0.04361380820422098
1129,1000,20,1,4,sigma,0.08006801855958309
1130,1000,20,1,5,coef,0.03919635601311838
1131,1000,20,1,5,sigma,0.07344741309823126
1132,1000,20,1,6,coef,0.04669896060487471
1133,1000,20,1,6,sigma,0.07076010895385569
1134,1000,20,1,7,coef,0.06603896679890078
1135,1000,20,1,7,sigma,0.09032106997832738
1136,1000,20,1,8,coef,0.030053858882418655
1137,1000,20,1,8,sigma,0.0702508457976009
1138,1000,20,1,9,coef,0.03838525302700645
1139,1000,20,1,9,sigma,0.0796178983754518
1140,1000,20,1,10,coef,0.057903794354017886
1141,1000,20,1,10,sigma,0.08502887535830031
1142,1000,20,1,11,coef,0.05628309764166001
1143,1000,20,1,11,sigma,0.07786912793101136
1144,1000,20,1,12,coef,0.049091937036246966
1145,1000,20,1,12,sigma,0.07003101912726536
1146,1000,20,1,13,coef,0.05451804065062173
1147,1000,20,1,13,sigma,0.07510049229389341
1148,1000,20,1,14,coef,0.047734740888844135
1149,1000,20,1,14,sigma,0.0833077474401727
1150,1000,20,1,15,coef,0.05626229510707213
1151,1000,20,1,15,sigma,0.06771465162488363
1152,1000,20,1,16,coef,0.05150055774500732
1153,1000,20,1,16,sigma,0.085077649105458
1154,1000,20,1,17,coef,0.04865465981284855
1155,1000,20,1,17,sigma,0.0772046283904593
1156,1000,20,1,18,coef,0.051425849960407784
1157,1000,20,1,18,sigma,0.08108179640784263
1158,1000,20,1,19,coef,0.03831719881367844
1159,1000,20,1,19,sigma,0.07330325441082713
1160,1000,20,2,0,coef,0.08302614150420114
1161,1000,20,2,0,sigma,0.08183814739794783
1162,1000,20,2,1,coef,0.062326770591223345
1163,1000,20,2,1,sigma,0.07562641440745857
1164,1000,20,2,2,coef,0.0641828986756893
1165,1000,20,2,2,sigma,0.0713251590969254
1166,1000,20,2,3,coef,0.0697939356782256
1167,1000,20,2,3,sigma,0.07640308969751301
1168,1000,20,2,4,coef,0.06151425477223838
1169,1000,20,2,4,sigma,0.07765564190804633
1170,1000,20,2,5,coef,0.06467074026106423
1171,1000,20,2,5,sigma,0.07724204333320495
1172,1000,20,2,6,coef,0.06508454463790503
1173,1000,20,2,6,sigma,0.06861270487304455
1174,1000,20,2,7,coef,0.07898156049142342
1175,1000,20,2,7,sigma,0.08886738729560963
1176,1000,20,2,8,coef,0.060071960888139396
1177,1000,20,2,8,sigma,0.07263700883320713
1178,1000,20,2,9,coef,0.07249233101707708
1179,1000,20,2,9,sigma,0.08187919383812747
1180,1000,20,2,10,coef,0.06960549140259914
1181,1000,20,2,10,sigma,0.07048459237314814
1182,1000,20,2,11,coef,0.06745944927926226
1183,1000,20,2,11,sigma,0.07549625689018628
1184,1000,20,2,12,coef,0.0689562465096026
1185,1000,20,2,12,sigma,0.07257827264500138
1186,1000,20,2,13,coef,0.07261479312245844
1187,1000,20,2,13,sigma,0.07904673338739711
1188,1000,20,2,14,coef,0.05589540529040498
1189,1000,20,2,14,sigma,0.07029502217125186
1190,1000,20,2,15,coef,0.07258419221765557
1191,1000,20,2,15,sigma,0.07269092156836489
1192,1000,20,2,16,coef,0.07944007000933825
1193,1000,20,2,16,sigma,0.08178084385426596
1194,1000,20,2,17,coef,0.06503825437519882
1195,1000,20,2,17,sigma,0.07160691313051712
1196,1000,20,2,18,coef,0.0616992281595141
1197,1000,20,2,18,sigma,0.07880532320825193
1198,1000,20,2,19,coef,0.05436007326864709
1199,1000,20,2,19,sigma,0.06587108679744116
1200,1000,20,3,0,coef,0.08850391844622305
1201,1000,20,3,0,sigma,0.07956242109314245
1202,1000,20,3,1,coef,0.09607630241428224
1203,1000,20,3,1,sigma,0.06600937369933083
1204,1000,20,3,2,coef,0.07915461146492155
1205,1000,20,3,2,sigma,0.07388416459536946
1206,1000,20,3,3,coef,0.08010345181328936
1207,1000,20,3,3,sigma,0.07322636342629671
1208,1000,20,3,4,coef,0.07630828909928261
1209,1000,20,3,4,sigma,0.0827614163277326
1210,1000,20,3,5,coef,0.08897706504997531
1211,1000,20,3,5,sigma,0.06980995003109064
1212,1000,20,3,6,coef,0.0848951628380156
1213,1000,20,3,6,sigma,0.0731239115243578
1214,1000,20,3,7,coef,0.08687223746897176
1215,1000,20,3,7,sigma,0.08758234249130155
1216,1000,20,3,8,coef,0.08744810442426502
1217,1000,20,3,8,sigma,0.06789797762474885
1218,1000,20,3,9,coef,0.08283876522941987
1219,1000,20,3,9,sigma,0.08166491267475605
1220,1000,20,3,10,coef,0.07674327198848319
