,n,p,d,seed,method,Coverage
1772,2000,40,1,6,Sandwich,0.9
1773,2000,40,1,6,Variational Fisher,0.15
1774,2000,40,1,7,Sandwich,0.95
1775,2000,40,1,7,Variational Fisher,0.15
1776,2000,40,1,8,Sandwich,1.0
1777,2000,40,1,8,Variational Fisher,0.2
1778,2000,40,1,9,Sandwich,0.925
1779,2000,40,1,9,Variational Fisher,0.275
1780,2000,40,1,10,Sandwich,0.85
1781,2000,40,1,10,Variational Fisher,0.15
1782,2000,40,1,11,Sandwich,0.975
1783,2000,40,1,11,Variational Fisher,0.225
1784,2000,40,1,12,Sandwich,0.9
1785,2000,40,1,12,Variational Fisher,0.175
1786,2000,40,1,13,Sandwich,0.975
1787,2000,40,1,13,Variational Fisher,0.1
1788,2000,40,1,14,Sandwich,0.9
1789,2000,40,1,14,Variational Fisher,0.225
1790,2000,40,1,15,Sandwich,0.825
1791,2000,40,1,15,Variational Fisher,0.15
1792,2000,40,1,16,Sandwich,0.95
1793,2000,40,1,16,Variational Fisher,0.2
1794,2000,40,1,17,Sandwich,0.95
1795,2000,40,1,17,Variational Fisher,0.175
1796,2000,40,1,18,Sandwich,0.925
1797,2000,40,1,18,Variational Fisher,0.1
1798,2000,40,1,19,Sandwich,0.875
1799,2000,40,1,19,Variational Fisher,0.075
1800,2000,40,2,0,Sandwich,0.8875
1801,2000,40,2,0,Variational Fisher,0.125
1802,2000,40,2,1,Sandwich,0.9125
1803,2000,40,2,1,Variational Fisher,0.1875
1804,2000,40,2,2,Sandwich,0.9375
1805,2000,40,2,2,Variational Fisher,0.1875
1806,2000,40,2,3,Sandwich,0.8375
1807,2000,40,2,3,Variational Fisher,0.1375
1808,2000,40,2,4,Sandwich,0.875
1809,2000,40,2,4,Variational Fisher,0.175
1810,2000,40,2,5,Sandwich,0.9
1811,2000,40,2,5,Variational Fisher,0.1125
1812,2000,40,2,6,Sandwich,0.9
1813,2000,40,2,6,Variational Fisher,0.1875
1814,2000,40,2,7,Sandwich,0.8125
1815,2000,40,2,7,Variational Fisher,0.1125
1816,2000,40,2,8,Sandwich,0.875
1817,2000,40,2,8,Variational Fisher,0.175
1818,2000,40,2,9,Sandwich,0.9125
1819,2000,40,2,9,Variational Fisher,0.2875
1820,2000,40,2,10,Sandwich,0.8875
1821,2000,40,2,10,Variational Fisher,0.1625
1822,2000,40,2,11,Sandwich,0.9125
1823,2000,40,2,11,Variational Fisher,0.15
1824,2000,40,2,12,Sandwich,0.8875
1825,2000,40,2,12,Variational Fisher,0.1625
1826,2000,40,2,13,Sandwich,0.8
1827,2000,40,2,13,Variational Fisher,0.1125
1828,2000,40,2,14,Sandwich,0.8625
1829,2000,40,2,14,Variational Fisher,0.225
1830,2000,40,2,15,Sandwich,0.85
1831,2000,40,2,15,Variational Fisher,0.175
1832,2000,40,2,16,Sandwich,0.85
1833,2000,40,2,16,Variational Fisher,0.1625
1834,2000,40,2,17,Sandwich,0.9375
1835,2000,40,2,17,Variational Fisher,0.1875
1836,2000,40,2,18,Sandwich,0.8625
1837,2000,40,2,18,Variational Fisher,0.1125
1838,2000,40,2,19,Sandwich,0.825
1839,2000,40,2,19,Variational Fisher,0.175
1840,2000,40,3,0,Sandwich,0.9083333333333333
1841,2000,40,3,0,Variational Fisher,0.24166666666666667
1842,2000,40,3,1,Sandwich,0.925
1843,2000,40,3,1,Variational Fisher,0.19166666666666668
1844,2000,40,3,2,Sandwich,0.925
1845,2000,40,3,2,Variational Fisher,0.21666666666666667
1846,2000,40,3,3,Sandwich,0.875
1847,2000,40,3,3,Variational Fisher,0.19166666666666668
1848,2000,40,3,4,Sandwich,0.8833333333333333
1849,2000,40,3,4,Variational Fisher,0.16666666666666666
1850,2000,40,3,5,Sandwich,0.9083333333333333
1851,2000,40,3,5,Variational Fisher,0.2
1852,2000,40,3,6,Sandwich,0.8916666666666667
1853,2000,40,3,6,Variational Fisher,0.19166666666666668
1854,2000,40,3,7,Sandwich,0.8916666666666667
1855,2000,40,3,7,Variational Fisher,0.20833333333333334
1856,2000,40,3,8,Sandwich,0.875
1857,2000,40,3,8,Variational Fisher,0.24166666666666667
1858,2000,40,3,9,Sandwich,0.8916666666666667
1859,2000,40,3,9,Variational Fisher,0.15
1860,2000,40,3,10,Sandwich,0.875
1861,2000,40,3,10,Variational Fisher,0.19166666666666668
1862,2000,40,3,11,Sandwich,0.9166666666666666
1863,2000,40,3,11,Variational Fisher,0.18333333333333332
1864,2000,40,3,12,Sandwich,0.8416666666666667
1865,2000,40,3,12,Variational Fisher,0.25
1866,2000,40,3,13,Sandwich,0.9166666666666666
1867,2000,40,3,13,Variational Fisher,0.23333333333333334
1868,2000,40,3,14,Sandwich,0.8416666666666667
1869,2000,40,3,14,Variational Fisher,0.16666666666666666
1870,2000,40,3,15,Sandwich,0.9
1871,2000,40,3,15,Variational Fisher,0.175
1872,2000,40,3,16,Sandwich,0.7833333333333333
1873,2000,40,3,16,Variational Fisher,0.15833333333333333
1874,2000,40,3,17,Sandwich,0.9166666666666666
1875,2000,40,3,17,Variational Fisher,0.175
1876,2000,40,3,18,Sandwich,0.8416666666666667
1877,2000,40,3,18,Variational Fisher,0.15833333333333333
1878,2000,40,3,19,Sandwich,0.8083333333333333
1879,2000,40,3,19,Variational Fisher,0.15833333333333333
1880,2000,40,4,0,Sandwich,0.8375
1881,2000,40,4,0,Variational Fisher,0.20625
1882,2000,40,4,1,Sandwich,0.9
1883,2000,40,4,1,Variational Fisher,0.28125
1884,2000,40,4,2,Sandwich,0.875
1885,2000,40,4,2,Variational Fisher,0.21875
1886,2000,40,4,3,Sandwich,0.86875
1887,2000,40,4,3,Variational Fisher,0.2125
1888,2000,40,4,4,Sandwich,0.85
1889,2000,40,4,4,Variational Fisher,0.225
1890,2000,40,4,5,Sandwich,0.93125
1891,2000,40,4,5,Variational Fisher,0.24375
1892,2000,40,4,6,Sandwich,0.88125
1893,2000,40,4,6,Variational Fisher,0.2
1894,2000,40,4,7,Sandwich,0.8625
1895,2000,40,4,7,Variational Fisher,0.2125
1896,2000,40,4,8,Sandwich,0.85625
1897,2000,40,4,8,Variational Fisher,0.225
1898,2000,40,4,9,Sandwich,0.84375
1899,2000,40,4,9,Variational Fisher,0.1875
1900,2000,40,4,10,Sandwich,0.86875
1901,2000,40,4,10,Variational Fisher,0.1875
1902,2000,40,4,11,Sandwich,0.80625
1903,2000,40,4,11,Variational Fisher,0.1875
1904,2000,40,4,12,Sandwich,0.88125
1905,2000,40,4,12,Variational Fisher,0.21875
1906,2000,40,4,13,Sandwich,0.83125
1907,2000,40,4,13,Variational Fisher,0.24375
1908,2000,40,4,14,Sandwich,0.86875
1909,2000,40,4,14,Variational Fisher,0.2
1910,2000,40,4,15,Sandwich,0.825
1911,2000,40,4,15,Variational Fisher,0.19375
1912,2000,40,4,16,Sandwich,0.85
1913,2000,40,4,16,Variational Fisher,0.18125
1914,2000,40,4,17,Sandwich,0.85625
1915,2000,40,4,17,Variational Fisher,0.21875
1916,2000,40,4,18,Sandwich,0.8375
1917,2000,40,4,18,Variational Fisher,0.175
1918,2000,40,4,19,Sandwich,0.85625
1919,2000,40,4,19,Variational Fisher,0.2125
